date,plate,park_location,service,arrival_time,start_handling_time,stop_handling_time,exit_time,qtime,htime,extime,dtime,loading,del_pick,del_size,pick_size,refrigerated,vehicle_type,vehicle_model,no_workers,side_company,side_postal,commodity_type,commodity_extra,number_stores,store_name1,store_floor1,store_number1,store_type1,opening1,no_branches1,link1,store_name2,store_floor2,store_number2,store_type2,opening2,no_branches2,link2,store_name3,store_floor3,store_number3,store_type3,opening3,no_branches3,link3,store_name4,store_floor4,store_number4,store_type4,opening4,no_branches4,link4,logo,employer,employer_type,reloads,stops,origin,origin_extra,morning_load,erp,start_work,stop_work,gas_refills,flex,flex_extra
25/06/15,GBA8657X,LB,GV,25/06/15 12:29,25/06/15 12:40,25/06/15 12:40,25/06/15 12:40,11,0,0,11,4,1,0.1,0,N,Others,Other,1,GIM HOCK EGGS,NA,nonperishable_food,EGGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NISSAN,GIM HOCK EGGS,SUPPLIER,3,3,CHANGI,CHANGI,NA,NA,NA,NA,NA,Y,NA
25/06/15,GN9748K,NA,GV,25/06/15 12:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Mitsubishi MINICAB-MiEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM843A,NA,GV,25/06/15 12:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM2360H,NA,GV,25/06/15 12:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD4031B,street,GV,25/06/15 12:33,25/06/15 12:35,25/06/15 12:37,25/06/15 12:37,2,2,0,4,3,1,2,0,N,ClosedLightTrucks,FUSO CANTER,2,GOLD BELL LEASING PTE,629887,cosmetics_cleaning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIGEON,PIGEON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA1329S,NA,GV,25/06/15 12:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN3837M,LB,GV,25/06/15 12:35,25/06/15 12:45,25/06/15 13:05,25/06/15 13:05,10,20,0,30,3,3,2,0.5,N,ClosedLightTrucks,FUSO CANTER,NA,NA,NA,NA,NA,1,Four Leaves,B1,09-Oct, food_restaurants, 10am to 10pm,33,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=32606&branchid=124082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HNEE JON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN3154A,NA,GV,25/06/15 12:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHIA & THAI FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GX3151T,NA,GV,25/06/15 12:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAKARY FODS PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY5024J,NA,GV,25/06/15 12:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM8376Z,LB,GV,25/06/15 12:44,25/06/15 12:47,25/06/15 13:08,25/06/15 13:08,3,21,0,24,1,3,4,1,N,ClosedLightTrucks,ISUZU FR,1,AGILITY LOGISTICS,NA,nonperishable_food,"FLOUR, OIL",1,KFC,B1,37/38, food_restaurants, 8am to 10pm,85,http://www.streetdirectory.com/kfc/,Pizza Hut,B1,40/41, food_restaurants, 10am to 10pm,27,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=136782&branchid=5924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIZZA HUT,PIZZA HUT",AGILITY LOGISTICS,TRANSPORTATION/LOGISTICS,1,20,CHANGI,CHANGI,4,Y,07:30,13:00,1,NA,NA
25/06/15,YM6876K,LB,GV,25/06/15 12:45,25/06/15 12:55,25/06/15 13:01,25/06/15 13:01,10,6,0,16,NA,1,NA,0,Y,ClosedLightTrucks,MITSUBISHI FUSO CANTER,1,BREADTALK,NA,nonperishable_food,"CAKE, BREAD, FROZEN",1,BreadTalk,1,03-Apr, food_restaurants, 8am to 10.30pm,47,http://www.streetdirectory.com/businessfinder/company_offer/5322-sandwich-breakfast-set.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANUFACTURER,1,9,PAYA LEBAR,PAYA LEBAR,2,Y,6;30,15:30,7,Y,NA
25/06/15,GBA8156C,NA,service,25/06/15 12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SERVICES AND REPAIR AIR-COND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YL3924E,NA,GV,25/06/15 12:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Nissan,NA,NA,NA,nonperishable_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NESTLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBB4147A,NA,GV,25/06/15 12:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GR7646M,NA,GV,25/06/15 12:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GR1368E,LB,GV,25/06/15 12:49,25/06/15 12:50,25/06/15 13:00,25/06/15 13:00,1,10,0,11,3,1,0.25,0,N,ClosedLightTrucks,TOYOTA,2,NATIONAL ELECTRICAL TRADERS,389418,electronics,ELECTRICAL SUPPLIES,1,Timezone,3,19/20/21/22,entertainment, 10am to 10pm,1,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOYON ELECTRICAL,TOYOMI",TAIYO,MANUFACTURER,12,12,NA,NA,3,N,NA,NA,3,Y,NA
25/06/15,GV6750D,NA,GV,25/06/15 12:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YJ8644B,NA,GV,25/06/15 12:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANCHOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN4935G,NA,GV,25/06/15 12:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HeavyTrucks,Others- FA/FI/FIGHTER/FH/FK/FM/FP/FV/FJ/FO/FZ/SUPER GREAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUCKY JOINT CONSTRUCTION PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA944Y,NA,GV,25/06/15 12:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Others,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XEROX ONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY7270B,NA,GV,25/06/15 12:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GZ8737K,NA,GV,25/06/15 12:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GW4104D,street,GV,25/06/15 12:59,25/06/15 13:01,25/06/15 13:16,25/06/15 13:16,2,15,0,17,2,1,1,0,N,ClosedLightTrucks,TOYOTA DYNA,2,INFANTINO ENT PL,339173,clothing_accessories,CHILDRENS' TOYS AND PRODUCTS,1,Fox Kids & Baby,2,66/67, childrenswear_toys_maternity, 10am to 10pm,19, https://www.foxfashion.sg/stores/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NIKAI TRANSPORT,TRANSPORTATION/LOGISTICS,2,20,CENTRAL,CENTRAL,4,Y,08:00,19:00,2,Y,OTHER PLACES TELL SPECIFIC TIMES
25/06/15,NA,NA,GV,25/06/15 13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,pharmaceutical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASSURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM2334J,LB,GV,25/06/15 13:01,25/06/15 13:02,25/06/15 13:14,25/06/15 13:14,1,12,0,13,2,1,1,0,Y,Others,Other,1,WALL'S,NA,fresh_frozen_food,"ICE CREAM,ICE CREAM",1,Pizza Hut,B1,40/41, food_restaurants, 10am to 10pm,27,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=136782&branchid=5924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WALL'S,NA,SUPPLIER,1,20,WEST,WEST,4,Y,07:00,17:00,6,NA,NA
25/06/15,GBC9900D,street,GV,25/06/15 13:03,25/06/15 13:04,25/06/15 13:19,25/06/15 13:19,1,15,0,16,2,1,1,0,N,Others,Other,2,JIN DING FOODSTUFF SUPPLIER,NA,nonperishable_food,NOODLES,1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUPPLIER,1,40,TAMPINES,TAMPINES,4,Y,06:30,15:00,3,NA,NA
25/06/15,GY3589J,LB,GV,25/06/15 13:03,25/06/15 13:09,25/06/15 13:39,25/06/15 13:39,6,30,0,36,1,1,1.5,0,N,ClosedLightTrucks,TOYOTA,NA,JAY GEE ENTERPRISES,349583,clothing_accessories,CLOTHES,2,Leviçès,1,36/37, fashion, 10am to 10pm,37,http://www.streetdirectory.com/levis/,Denizen,2,33/34, fashion, 10am to 10pm,9,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=209541&branchid=247805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OSHKOSH, LEVIS, ADIDAS,JAY GEE ENTERPRISES PL",JAY GEE ENTERPRISES,SUPPLIER,1,7,TOA PAYOH,POTONG PASIR,1,Y,08:00,17:30,2,NA,NA
25/06/15,YN41846,street,GV,25/06/15 13:05,25/06/15 13:06,25/06/15 13:11,25/06/15 13:11,1,5,0,6,2,1,2,0,N,ClosedLightTrucks,FUSO CANTER,2,GREENWAY EXPERESS PTE LTD,NA,cosmetics_cleaning,BODY PRODUCTS,1,The Body Shop,1,9,beauty, 10am to 10pm,45,http://www.streetdirectory.com/the-body-shop/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THE BODY SHOP ADS,BODY SHOP",BODY SHOP,RETAILER,1,"14,15",ALL OVER,ALL OVER,4,NA,NA,NA,NA,N, STORE TELLS HIM WHEN TO COME
25/06/15,GX7027T,LB,GV,25/06/15 13:05,25/06/15 13:12,25/06/15 13:24,25/06/15 13:24,7,12,0,19,3,1,0.1,0,N,LargeVans,KIA,1,THIAM HENG AUTO,658064,electronics,CONFIDENTIAL,1,Singtel Exclusive Retailer (Novel Communication),B1,36, electronic, 10am to 10pm,9,http://www.streetdirectory.com/novelcommunication/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SINGTEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY8402G,NA,GV,25/06/15 13:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN1900B,LB,GV,25/06/15 13:07,25/06/15 13:16,25/06/15 13:26,25/06/15 13:26,9,10,0,19,2,1,0.33,0,Y,ClosedLightTrucks,ISUZU REWARD,1,NA,NA,fresh_frozen_food,PORK PRODUCTS,1,Xin Wang Hong Kong Cafe,1,45/48, food_restaurants, 10am to 2am,20,http://www.streetdirectory.com/xinwang/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OJJ TIERNEYS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD6031B,NA,GV,25/06/15 13:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIGEON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY4685H,NA,GV,25/06/15 13:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Others,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM1074R,street,GV,25/06/15 13:09,25/06/15 13:17,25/06/15 13:27,25/06/15 13:27,8,10,0,18,3,1,1,0,N,ClosedLightTrucks,Toyota,1,NA,NA,fresh_frozen_food,ALOE VERA,1,ZTP,B1,28, pharmacy_healthcare, 10am to 10pm,43,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=156389&branchid=125325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWO T TRADING,SUPPLIER,1,"10,30",NORTH REGION,NORTH REGION,4,Y,07:45,17:30,1,NA,NA
25/06/15,YM4523S,street,others,25/06/15 13:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Mitsubishi-FUSO CANTER GUTS,NA,NA,NA,NA,CYLINDRICAL TANK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBC3305L,NA,GV,25/06/15 13:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GQ2354T,NA,GV,25/06/15 13:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,Others (Light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GZ3115M,NA,GV,25/06/15 13:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Mitsubishi-FUSO CANTER GUTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GT5574P,NA,GV,25/06/15 13:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN1774Z,NA,GV,25/06/15 13:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,fresh_frozen_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOLD TREE ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GW2043J,NA,GV,25/06/15 13:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD1842K,NA,GV,25/06/15 13:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THE WAGINGTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBC3316E,NA,GV,25/06/15 13:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KH SECURITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GZ3115M,NA,people,25/06/15 13:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Mitsubishi-FUSO CANTER GUTS,NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN712J,LB,GV,25/06/15 13:20,25/06/15 13:21,25/06/15 13:30,25/06/15 13:30,1,9,0,10,NA,NA,0.5,NA,N,HeavyTrucks,Others- FA/FI/FIGHTER/FH/FK/FM/FP/FV/FJ/FO/FZ/SUPER GREAT,1,NYS SERVICE PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NVO SERVICES PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD7136B,LB,GV,25/06/15 13:23,25/06/15 13:25,25/06/15 13:58,25/06/15 13:58,2,33,0,35,1,1,NA,0,N,LargeVans,TOYOTA,1,ZUELLING PHARMA,530457,pharmaceutical,HEALTH CARE PRODUCTS ,3,Guardian,B1,01-Feb, pharmacy_healthcare, 10am to 10pm,111, http://www.streetdirectory.com/guardian/,Watsons,B1,63/64/65/66, pharmacy_healthcare, 10am to 10pm,117,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=128078&branchid=71673,Raffles Medical,B1,54/55, pharmacy_healthcare, 8:30am to 1pm - 2:30pm to 5pm - 6:30pm to 9:30pm (Mon to Fri) 8:30am to 1pm (Sat to Sun & PH),55,http://www.streetdirectory.com/Rafflesmed/,NA,NA,NA,NA,NA,NA,NA,NA,ZUELLING PHARMA,RETAILER,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
25/06/15,GBD1543Z,LB,GV,25/06/15 13:26,25/06/15 13:27,25/06/15 13:57,25/06/15 13:57,1,30,0,31,2,3,1,NA,N,Others,Other,1,NA,NA,nonperishable_food,INGREDIENTS,1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAI SHI,NA,1,30,WOODLANDS,WOODLANDS,3,N,08:00,17:00,3,NA,NA
25/06/15,YM5806U,LB,GV,25/06/15 13:26,25/06/15 13:28,25/06/15 13:51,25/06/15 13:51,2,23,0,25,2,1,2,0,N,HeavyTrucks,ISUZU NPR,3,NA,NA,stationery,BOOKS,1,Popular Bookstore,2,16/17/18, books_stationery, 10am to 10pm,57,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=79575&branchid=138255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JLC SERVICES ,TRANSPORTATION/LOGISTICS,2,8,NA,NA,NA,Y,NA,NA,NA,Y,NA
25/06/15,GBA7435D,NA,GV,25/06/15 13:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YL1282L,LB,GV,25/06/15 13:26,25/06/15 13:27,25/06/15 14:44,25/06/15 14:44,1,77,0,78,3,NA,NA,NA,N,ClosedLightTrucks,Others (Closed light),3,LIAN TANG AND CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIAN TANG AND CO,LION TONG AND CO PL",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA9431B,NA,GV,25/06/15 13:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,recreational_goods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROYAL SPORTING HOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
