date,plate,park_location,service,arrival_time,start_handling_time,stop_handling_time,exit_time,qtime,htime,extime,dtime,loading,del_pick,del_size,pick_size,refrigerated,vehicle_type,vehicle_model,no_workers,side_company,side_postal,commodity_type,commodity_extra,number_stores,store_name1,store_floor1,store_number1,store_type1,opening1,no_branches1,link1,store_name2,store_floor2,store_number2,store_type2,opening2,no_branches2,link2,store_name3,store_floor3,store_number3,store_type3,opening3,no_branches3,link3,store_name4,store_floor4,store_number4,store_type4,opening4,no_branches4,link4,logo,employer,employer_type,reloads,stops,origin,origin_extra,morning_load,erp,start_work,stop_work,gas_refills,flex,flex_extra
24/06/15,YN3054E,street,GV,24/06/15 17:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,NA,NA,NA,NA,nonperishable_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SELVI'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GY478R,NA,GV,24/06/15 17:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBC8907S,NA,GV,24/06/15 17:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBD5284U,NA,GV,24/06/15 17:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Toyota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBB0708T,LB,GV,24/06/15 17:41,24/06/15 17:42,24/06/15 17:45,24/06/15 17:45,1,3,0,4,1,1,0.2,0,N,LargeVans,NISSAN,2,MAESTROSOFT PL,218575,fresh_frozen_food,VEGETABLES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GQ7400K,NA,GV,24/06/15 17:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GP1192E,NA,GV,24/06/15 17:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NISSAN CABSTAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,YN4898F,LB,GV,24/06/15 17:45,24/06/15 17:47,24/06/15 18:00,24/06/15 18:00,2,13,0,15,1,1,NA,0,N,ClosedLightTrucks,HINO 300,1,NA,NA,clothing_accessories,TOTE BAG,1,OCBC Bank,B2,21/26,bank_moneychanger, 11am to 7pm (closed on PH),543,http://www.ocbc.com/personal-banking/locate-us.html?&type=Branch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DTC WORLD CORPORATION,SUPPLIER,4~5,MANY,WOODLANDS,WOODLANDS,NA,NA,NA,NA,NA,Y,NA
24/06/15,GBB9376Y,NA,GV,24/06/15 17:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,NISSAN NV200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GX8475M,NA,GV,24/06/15 17:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPARK-CLEAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GQ5348S,NA,GV,24/06/15 17:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GY8955C,NA,people,24/06/15 17:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBA6363J,NA,GV,24/06/15 17:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBD9288H,NA,GV,24/06/15 17:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,NISSAN NV350 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GP9872Z,NA,GV,24/06/15 17:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Nissan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GW2318S,NA,GV,24/06/15 17:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GBD4904X,NA,GV,24/06/15 17:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,NISSAN NV200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GF8009J,NA,GV,24/06/15 18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GY5663P,NA,GV,24/06/15 18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,PA2673A,street,GV,24/06/15 18:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/06/15,GX9776B,NA,GV,24/06/15 18:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY1423S,LB,GV,25/06/15 06:57,25/06/15 06:58,25/06/15 07:08,25/06/15 07:08,1,10,0,11,2,1,0.8,0,N,OpenLightTrucks,TOYOTA DYNA,1,SING P TRADING,670258,fresh_frozen_food,VEGETABLES,1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,QUEENSTOWN,PASIR PANJANG,4,Y,15:00,22:00,3,N,NA
25/06/15,YK646H,NA,people,25/06/15 07:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NISSAN CABSTAR,NA,NA,NA,service_trash,passengers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD367Y,LB,GV,25/06/15 07:04,25/06/15 07:06,25/06/15 07:38,25/06/15 07:38,2,32,0,34,3,1,1.75,0,N,ClosedLightTrucks,TOYOTA DYNA,1,PACIFICE ENTERPRISE,768726,stationery,"UTENSILS, DISPOSABLE CONTAINERS",1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PACIFICE ENTERPRISE,WHOLESALER,1,NA,YISHUN,YISHUN,3,NA,05:30,17:00,2,NA,NA
25/06/15,GR4151T,LB,GV,25/06/15 07:09,25/06/15 07:11,25/06/15 07:25,25/06/15 07:25,2,14,0,16,2,1,0.1,0,Y,ClosedLightTrucks,NISSAN ATLAS 200,1,NG AI MUSLIM POULTRY ,627947,fresh_frozen_food,CHICKEN,1,Cantine,3,47/51, food_restaurants, 7am to 10pm,3, None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NG AI MUSLIM POULTRY INDUSTRIES PTE LTD,NSA",NG AI MUSLIM POULTRY INDUSTRIES PTE LTD,SUPPLIER,2,"10,20",JURONG,JURONG,3,N,04:30,15:00,7,Y,NA
25/06/15,GBD4657J,NA,GV,25/06/15 07:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GT2236K,NA,GV,25/06/15 07:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAISOON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GT9291D,NA,GV,25/06/15 07:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NISSAN CABSTAR,NA,NA,NA,recreational_goods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN1012P,NA,service,25/06/15 07:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Others,Other,NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YM9514K,NA,post,25/06/15 07:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,Courier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LLMS YOUR LOGISTICS SPECIALIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YN482Y,NA,GV,25/06/15 07:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMERICHEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GY2949K,LB,GV,25/06/15 07:23,25/06/15 07:24,25/06/15 07:33,25/06/15 07:33,1,9,0,10,2,NA,0.1,0,Y,ClosedLightTrucks,TOYOTA,1,FATTY POULTRY SUPPLIER,128421,fresh_frozen_food,HAM,1,Cold Storage,B1,Nov-16, supermarket, 8am to 10.30pm,59,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=119735&branchid=138255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FATTY POULTRY SUPPLIER,SUPPLIER,2,NA,WOODLANDS,WOODLANDS,NA,NA,NA,NA,NA,Y,NA
25/06/15,GN83D,street,GV,25/06/15 07:24,25/06/15 07:25,25/06/15 07:38,25/06/15 07:38,1,13,0,14,2,1,0.5,0,N,ClosedLightTrucks,MITSUBISHI FUSO CANTER,1,OLD CHANG KEE,738427,prepared_food,OTAH,1,Old Chang Kee,1,1, food_restaurants, 6.30am to 10pm,76,http://www.streetdirectory.com/old-chang-kee-singapore/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WWW.CURRYTIMES.COM.SG,CURRY TIMER",OLD CHANG KEE,NA,1,"6,7",WOODLANDS,WOODLANDS,1,Y,06:00,14:00,NA,NA,NA
25/06/15,PA7379S,street,GV,25/06/15 07:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Others,Other,NA,NA,NA,others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA8070R,LB,GV,25/06/15 07:27,25/06/15 07:29,25/06/15 07:55,25/06/15 07:55,2,26,0,28,2,1,3,0,Y,OpenLightTrucks,TOYOTA DYNA,1,MODA PAOLO FASHION HOUSE,600133,clothing_accessories,SHOES,1,Vivian& Sean,2,53,bags_shoes, 10am to 10pm,3,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=182205&branchid=138255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MP MODAPAOLO,MODA PAOLO",MODA PAOLO FASHION HOUSE,SUPPLIER,"3,4",10,GEYLANG,UBI,4,N,09:00,18:00,2,Y,NA
25/06/15,GW4827B,NA,GV,25/06/15 07:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA3769S,LB,GV,25/06/15 07:40,25/06/15 07:41,25/06/15 07:47,25/06/15 07:47,1,6,0,7,2,1,0.2,0,N,OpenLightTrucks,TOYOTA ,1,BONJOUR BREAD,208086,nonperishable_food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHIANG KANG ENTERPRISE ,BONJOUR BREAD",NA,NA,NA,NA,NA,NA,1,Y,04:00,13:00,NA,NA,NA
25/06/15,YM6088D,NA,people,25/06/15 07:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 100,NA,NA,NA,service_trash,passengers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GZ3840C,LB,GV,25/06/15 07:46,25/06/15 07:48,25/06/15 07:55,25/06/15 07:55,2,7,0,9,1,1,0.5,0,N,ClosedLightTrucks,NISSAN CABSTAR,1,AW YEOW,150052,fresh_frozen_food,VEGETABLES,1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD786Q,NA,GV,25/06/15 07:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,Others (Light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KC SECURITY AND INVESTIGATION SERVICES PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD9962J,NA,GV,25/06/15 07:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RENTOKIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GR2928H,NA,GV,25/06/15 07:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SmallVans,Others (Light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBA8902R,street,service,25/06/15 07:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Toyota Hiace,NA,NA,NA,service_trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ORIENT PACKAGING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBC3406D,street,post,25/06/15 07:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,service_trash,Postal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SINGAPORE POST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GZ4721G,NA,GV,25/06/15 07:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBC1275C,LB,GV,25/06/15 07:58,25/06/15 07:59,25/06/15 08:24,25/06/15 08:24,1,25,0,26,3,3,1.25,0.1,N,LargeVans,NISSAN NV350 ,1,THINK ONE LEASING PL,408622,NA,NA,1,Cold Storage,B1,Nov-16, supermarket, 8am to 10.30pm,59,http://www.streetdirectory.com/businessfinder/company_detail.php?companyid=119735&branchid=138255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIVE LOAVEST BREAD PICTURE ,THE HEALTHIER CHOICE",U STALL,NA,NA,NA,SEMBAWANG,SENOKO,NA,NA,NA,NA,NA,Y,NA
25/06/15,GV3630M,NA,GV,25/06/15 07:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LargeVans,Others (Vans),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DIY AND PEST MANAGEMENT LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBB2066M,LB,GV,25/06/15 08:01,25/06/15 08:03,25/06/15 08:52,25/06/15 08:52,2,49,0,51,1,1,0.7,0,N,ClosedLightTrucks,MITSUBISHI FUSO,2,KOMALAS PTE LTD,207469,prepared_food,"CURRY, COOKED FOOD",1,Kopitiam,B2,10, food_restaurants, 7am to 10pm,77,http://www.kopitiam.biz/search-results/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KOMALAS,KOMALAS,RETAILER,2,1,KALLANG,UPPER DICKSON,2,NA,08:00,17:30,NA,NA,NA
25/06/15,GD7626B,NA,GV,25/06/15 08:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Others (Open light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD1830U,street,people,25/06/15 08:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,NISSAN CABSTAR,NA,NA,NA,NA,passengers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBD8617Z,NA,GV,25/06/15 08:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Toyota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GX216X,LB,GV,25/06/15 08:08,25/06/15 08:09,25/06/15 08:49,25/06/15 08:49,1,40,0,41,3,1,1,0,N,ClosedLightTrucks,MITSUBISHI CANTER,1,GOLDBELL LENSING PTE LTD,638894,nonperishable_food,BREAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUNSHINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,YL4409U,LB,GV,25/06/15 08:09,25/06/15 08:10,25/06/15 09:35,25/06/15 09:35,1,85,0,86,4,3,5,4,Y,ClosedLightTrucks,MITSUBISHI CANTER,2,F&N,NA,nonperishable_food,DRINKS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F&N,F&N FRUIT TREE",F&N,RETAILER,1,"5,6",CLEMENTI,CLEMENTI,4,N,06:00,16:00,3,NA,NA
25/06/15,NA,NA,GV,25/06/15 08:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OpenLightTrucks,Toyota Dyna 100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/06/15,GBB5713J,NA,GV,25/06/15 08:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ClosedLightTrucks,Others (Closed light),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
