"time","2015-06-24","2015-06-25","2015-06-26","2016-01-21","2016-01-22"
2016-01-01 09:03:51,7,9,10,29,21
2016-01-01 09:03:51,7,9,10,29,21
2016-01-01 09:03:51,7,9,10,29,21
2016-01-01 09:03:53,7,9,10,30,21
2016-01-01 09:04:26,7,9,10,30,20
2016-01-01 09:04:32,7,9,10,29,20
2016-01-01 09:04:34,7,9,10,28,20
2016-01-01 09:04:37,7,9,10,27,20
2016-01-01 09:04:40,7,9,10,27,19
2016-01-01 09:04:42,8,9,10,27,19
2016-01-01 09:04:52,8,9,10,26,19
2016-01-01 09:04:54,8,9,9,26,19
2016-01-01 09:05:01,8,9,9,26,20
2016-01-01 09:05:08,8,9,9,27,20
2016-01-01 09:05:24,8,8,9,27,20
2016-01-01 09:05:26,8,8,9,26,20
2016-01-01 09:05:31,8,9,9,26,20
2016-01-01 09:05:32,8,9,9,26,19
2016-01-01 09:05:46,8,9,10,26,19
2016-01-01 09:05:56,8,9,10,27,19
2016-01-01 09:06:17,8,9,10,26,19
2016-01-01 09:06:21,8,9,10,26,18
2016-01-01 09:06:29,8,9,10,26,17
2016-01-01 09:06:36,8,9,10,26,16
2016-01-01 09:06:45,9,9,10,26,16
2016-01-01 09:06:49,9,9,10,26,15
2016-01-01 09:07:10,9,9,11,26,15
2016-01-01 09:07:10,9,9,10,26,15
2016-01-01 09:07:10,9,9,11,26,15
2016-01-01 09:07:10,9,9,10,26,15
2016-01-01 09:07:11,9,9,10,26,16
2016-01-01 09:07:23,9,9,10,25,16
2016-01-01 09:07:30,9,9,11,25,16
2016-01-01 09:07:39,9,9,11,26,16
2016-01-01 09:07:45,9,9,11,27,16
2016-01-01 09:07:48,9,9,11,27,17
2016-01-01 09:07:49,9,9,11,27,16
2016-01-01 09:07:50,9,9,11,27,17
2016-01-01 09:08:24,8,9,11,27,17
2016-01-01 09:08:50,8,9,12,28,17
2016-01-01 09:08:50,8,9,12,28,17
2016-01-01 09:08:52,8,9,13,28,17
2016-01-01 09:08:54,8,9,13,28,16
2016-01-01 09:09:00,8,9,13,29,16
2016-01-01 09:09:06,8,9,14,29,16
2016-01-01 09:09:12,8,9,15,29,16
2016-01-01 09:09:23,8,9,15,29,15
2016-01-01 09:09:47,8,9,15,29,14
2016-01-01 09:10:07,8,9,15,28,14
2016-01-01 09:10:24,8,9,14,28,14
2016-01-01 09:10:25,8,9,14,27,14
2016-01-01 09:10:31,8,10,14,27,14
2016-01-01 09:10:43,8,10,15,27,14
2016-01-01 09:10:46,8,11,15,27,14
2016-01-01 09:10:50,8,12,15,27,14
2016-01-01 09:10:55,8,12,15,27,15
2016-01-01 09:10:57,8,12,15,28,15
2016-01-01 09:11:04,8,12,14,28,15
2016-01-01 09:11:14,8,12,14,29,15
2016-01-01 09:11:24,8,11,14,29,15
2016-01-01 09:11:24,8,10,14,29,15
2016-01-01 09:11:24,8,11,14,29,15
2016-01-01 09:11:24,8,10,14,29,15
2016-01-01 09:11:34,8,10,14,28,15
2016-01-01 09:11:37,8,10,14,27,15
2016-01-01 09:11:59,8,10,14,28,15
2016-01-01 09:12:19,8,10,13,28,15
2016-01-01 09:12:38,8,10,13,29,15
2016-01-01 09:12:48,8,10,14,29,15
2016-01-01 09:12:49,8,10,14,30,14
2016-01-01 09:12:49,8,10,14,30,14
2016-01-01 09:12:57,8,10,15,30,14
2016-01-01 09:13:00,8,10,14,30,14
2016-01-01 09:13:04,8,10,15,30,14
2016-01-01 09:13:08,8,10,15,29,14
2016-01-01 09:13:09,8,10,15,29,15
2016-01-01 09:13:14,8,10,16,29,15
2016-01-01 09:13:17,8,10,16,28,15
2016-01-01 09:13:52,8,10,16,29,15
2016-01-01 09:13:59,8,10,16,30,15
2016-01-01 09:14:16,8,10,16,30,16
2016-01-01 09:14:22,8,10,16,31,16
2016-01-01 09:14:40,8,10,16,32,16
2016-01-01 09:14:45,8,10,16,31,16
2016-01-01 09:14:49,8,10,16,31,15
2016-01-01 09:14:56,8,10,17,31,15
2016-01-01 09:15:06,9,10,17,31,15
2016-01-01 09:15:23,9,10,17,32,15
2016-01-01 09:15:23,9,10,17,31,15
2016-01-01 09:15:23,9,10,17,32,15
2016-01-01 09:15:23,9,10,17,31,15
2016-01-01 09:15:24,8,9,17,31,15
2016-01-01 09:15:24,8,9,17,31,15
2016-01-01 09:15:24,7,9,17,31,15
2016-01-01 09:15:24,7,9,17,31,15
2016-01-01 09:15:24,8,9,17,31,15
2016-01-01 09:15:24,7,9,17,31,15
2016-01-01 09:15:26,7,9,17,30,15
2016-01-01 09:15:28,8,9,17,30,15
2016-01-01 09:15:38,8,9,17,29,16
2016-01-01 09:15:38,8,9,17,29,16
2016-01-01 09:15:49,8,9,18,29,16
2016-01-01 09:15:50,8,9,18,29,15
2016-01-01 09:15:56,8,9,19,29,15
2016-01-01 09:16:04,8,9,19,29,16
2016-01-01 09:16:06,8,9,19,29,17
2016-01-01 09:16:16,8,9,19,28,17
2016-01-01 09:16:20,8,9,19,28,18
2016-01-01 09:16:20,8,9,19,28,19
2016-01-01 09:16:20,8,9,19,28,18
2016-01-01 09:16:20,8,9,19,28,19
2016-01-01 09:16:21,8,9,19,29,19
2016-01-01 09:16:24,6,8,20,29,19
2016-01-01 09:16:24,6,8,20,29,19
2016-01-01 09:16:24,7,8,20,29,19
2016-01-01 09:16:24,7,8,20,29,19
2016-01-01 09:16:24,6,8,20,29,19
2016-01-01 09:16:24,6,8,20,29,19
2016-01-01 09:16:24,7,8,20,29,19
2016-01-01 09:16:24,7,8,20,29,19
2016-01-01 09:16:25,7,9,20,29,18
2016-01-01 09:16:25,7,9,20,29,18
2016-01-01 09:16:49,7,9,20,29,17
2016-01-01 09:16:52,5,9,20,29,17
2016-01-01 09:17:16,5,9,21,29,17
2016-01-01 09:17:32,5,9,21,30,17
2016-01-01 09:17:38,5,9,22,30,17
2016-01-01 09:17:40,5,9,23,30,17
2016-01-01 09:17:49,5,8,23,30,17
2016-01-01 09:17:50,5,8,22,30,17
2016-01-01 09:17:55,5,8,22,31,17
2016-01-01 09:18:27,5,8,22,30,17
2016-01-01 09:18:32,5,8,22,29,17
2016-01-01 09:18:41,5,8,22,29,18
2016-01-01 09:18:54,5,8,21,29,18
2016-01-01 09:19:00,5,8,22,29,18
2016-01-01 09:19:02,5,8,22,29,19
2016-01-01 09:19:11,5,8,22,29,18
2016-01-01 09:19:14,5,8,22,28,18
2016-01-01 09:19:19,5,8,22,29,18
2016-01-01 09:19:21,5,9,22,29,18
2016-01-01 09:19:23,5,9,22,29,17
2016-01-01 09:19:29,5,9,22,29,18
2016-01-01 09:19:30,5,9,23,29,18
2016-01-01 09:19:36,5,9,22,29,18
2016-01-01 09:19:52,5,9,22,30,18
2016-01-01 09:20:13,5,9,22,30,19
2016-01-01 09:20:24,5,8,22,30,19
2016-01-01 09:20:29,5,8,22,29,19
2016-01-01 09:20:32,5,8,21,29,19
2016-01-01 09:20:45,5,7,21,29,19
2016-01-01 09:20:51,5,7,21,30,19
2016-01-01 09:21:07,5,7,20,30,19
2016-01-01 09:21:24,5,6,20,30,19
2016-01-01 09:21:25,5,6,21,30,19
2016-01-01 09:21:30,5,6,21,29,19
2016-01-01 09:22:26,5,6,21,29,18
2016-01-01 09:22:30,5,6,21,28,18
2016-01-01 09:22:34,5,7,21,28,19
2016-01-01 09:22:34,5,7,21,28,19
2016-01-01 09:22:47,5,7,22,28,19
2016-01-01 09:22:51,5,7,21,28,19
2016-01-01 09:23:26,5,7,21,28,18
2016-01-01 09:23:30,6,7,21,28,18
2016-01-01 09:23:33,6,7,21,28,17
2016-01-01 09:23:51,6,7,20,28,17
2016-01-01 09:23:54,6,7,20,29,17
2016-01-01 09:23:58,6,7,19,29,17
2016-01-01 09:24:19,6,7,19,30,17
2016-01-01 09:24:23,6,7,20,30,17
2016-01-01 09:24:25,6,7,21,30,17
2016-01-01 09:24:39,6,7,21,31,17
2016-01-01 09:25:04,7,7,21,31,17
2016-01-01 09:25:20,8,7,20,31,17
2016-01-01 09:25:20,8,7,20,31,17
2016-01-01 09:25:24,8,6,20,31,17
2016-01-01 09:25:26,8,6,20,31,16
2016-01-01 09:25:36,8,6,20,30,16
2016-01-01 09:25:40,8,7,20,30,16
2016-01-01 09:25:53,8,7,19,30,16
2016-01-01 09:25:55,8,7,19,30,17
2016-01-01 09:26:01,8,7,19,30,16
2016-01-01 09:26:02,8,8,19,30,16
2016-01-01 09:26:03,8,8,18,30,16
2016-01-01 09:26:44,7,8,18,30,16
2016-01-01 09:26:46,7,8,18,29,16
2016-01-01 09:26:49,7,8,18,28,16
2016-01-01 09:26:50,7,8,18,28,17
2016-01-01 09:26:59,7,8,18,29,17
2016-01-01 09:27:02,7,8,18,29,18
2016-01-01 09:27:12,7,8,18,29,17
2016-01-01 09:27:15,8,8,18,29,17
2016-01-01 09:27:36,8,8,19,29,17
2016-01-01 09:27:40,8,8,19,30,17
2016-01-01 09:27:56,8,8,19,29,17
2016-01-01 09:28:05,8,8,19,28,17
2016-01-01 09:28:23,8,8,19,28,18
2016-01-01 09:28:27,8,8,19,27,18
2016-01-01 09:28:39,8,8,19,26,18
2016-01-01 09:28:42,8,8,18,26,18
2016-01-01 09:28:50,8,8,18,26,19
2016-01-01 09:28:51,8,8,18,26,20
2016-01-01 09:28:54,9,8,18,26,20
2016-01-01 09:28:57,10,8,18,26,20
2016-01-01 09:29:00,10,8,18,26,21
2016-01-01 09:29:01,10,8,17,26,21
2016-01-01 09:29:04,10,8,17,26,22
2016-01-01 09:29:10,10,9,17,26,22
2016-01-01 09:29:24,9,9,17,26,22
2016-01-01 09:29:30,9,9,17,25,22
2016-01-01 09:29:31,9,9,17,25,21
2016-01-01 09:29:46,9,9,17,26,21
2016-01-01 09:30:02,10,9,17,26,21
2016-01-01 09:30:17,11,9,17,26,21
2016-01-01 09:30:24,11,9,17,25,21
2016-01-01 09:30:34,11,9,16,25,21
2016-01-01 09:30:57,11,9,16,26,21
2016-01-01 09:31:00,11,9,16,27,21
2016-01-01 09:31:07,11,9,16,27,22
2016-01-01 09:31:11,11,9,16,27,23
2016-01-01 09:31:21,11,9,16,27,24
2016-01-01 09:31:23,11,10,16,27,24
2016-01-01 09:31:24,10,10,16,27,24
2016-01-01 09:31:38,10,10,17,27,24
2016-01-01 09:31:41,9,10,17,27,24
2016-01-01 09:31:54,9,10,17,27,25
2016-01-01 09:32:01,9,10,17,26,25
2016-01-01 09:32:14,9,11,17,26,25
2016-01-01 09:32:23,9,11,18,26,25
2016-01-01 09:32:32,9,11,18,27,25
2016-01-01 09:32:33,9,11,18,28,25
2016-01-01 09:32:37,9,11,18,29,25
2016-01-01 09:32:40,9,11,18,30,25
2016-01-01 09:33:00,9,11,19,30,24
2016-01-01 09:33:00,9,11,19,30,24
2016-01-01 09:33:20,9,11,19,29,24
2016-01-01 09:33:26,9,11,19,30,24
2016-01-01 09:33:43,9,11,19,29,24
2016-01-01 09:33:46,9,11,19,29,23
2016-01-01 09:33:47,10,11,19,29,22
2016-01-01 09:33:47,10,11,19,29,22
2016-01-01 09:33:51,10,11,18,29,22
2016-01-01 09:34:00,10,11,19,29,22
2016-01-01 09:34:02,10,11,18,29,22
2016-01-01 09:34:11,10,11,18,29,21
2016-01-01 09:34:14,10,11,18,28,21
2016-01-01 09:34:24,10,10,18,28,21
2016-01-01 09:34:27,10,10,17,28,21
2016-01-01 09:34:32,10,10,17,28,22
2016-01-01 09:34:42,10,10,17,29,22
2016-01-01 09:34:55,10,10,18,29,22
2016-01-01 09:35:33,10,10,18,30,22
2016-01-01 09:35:41,10,10,18,31,22
2016-01-01 09:35:42,10,10,18,31,23
2016-01-01 09:35:47,10,10,18,31,24
2016-01-01 09:35:52,11,10,18,31,24
2016-01-01 09:35:57,11,10,17,31,24
2016-01-01 09:36:24,9,9,17,31,24
2016-01-01 09:36:24,9,9,17,31,24
2016-01-01 09:36:24,10,9,17,31,24
2016-01-01 09:36:24,10,9,17,31,24
2016-01-01 09:36:24,10,9,17,31,24
2016-01-01 09:36:24,9,9,17,31,24
2016-01-01 09:36:25,10,9,17,30,24
2016-01-01 09:36:25,10,9,17,30,24
2016-01-01 09:36:33,10,9,18,29,24
2016-01-01 09:36:33,10,9,18,29,24
2016-01-01 09:36:35,10,9,18,29,23
2016-01-01 09:36:41,10,9,17,29,23
2016-01-01 09:36:54,10,9,17,29,24
2016-01-01 09:37:16,9,9,17,29,24
2016-01-01 09:37:40,9,9,17,29,25
2016-01-01 09:37:43,9,9,17,30,25
2016-01-01 09:38:12,10,9,17,30,24
2016-01-01 09:38:12,10,9,17,30,24
2016-01-01 09:38:24,9,9,17,30,24
2016-01-01 09:38:25,10,9,17,30,24
2016-01-01 09:38:32,10,9,18,30,24
2016-01-01 09:38:46,10,9,18,30,23
2016-01-01 09:39:18,10,9,18,29,23
2016-01-01 09:39:25,10,9,18,29,24
2016-01-01 09:39:33,10,9,18,29,23
2016-01-01 09:39:37,10,9,18,29,22
2016-01-01 09:39:42,10,9,18,30,22
2016-01-01 09:39:49,9,9,18,30,22
2016-01-01 09:39:57,9,9,18,29,22
2016-01-01 09:40:24,9,9,18,28,22
2016-01-01 09:40:26,9,9,18,27,22
2016-01-01 09:40:32,9,9,18,27,23
2016-01-01 09:40:34,9,9,18,27,24
2016-01-01 09:40:37,9,9,19,27,24
2016-01-01 09:40:42,9,9,19,27,23
2016-01-01 09:40:45,9,9,19,26,23
2016-01-01 09:41:01,9,10,19,26,23
2016-01-01 09:41:05,9,11,19,26,23
2016-01-01 09:41:12,9,11,19,25,23
2016-01-01 09:41:24,8,10,19,25,23
2016-01-01 09:41:24,8,10,19,25,23
2016-01-01 09:41:52,9,10,19,25,23
2016-01-01 09:42:09,9,10,19,24,23
2016-01-01 09:42:10,9,10,19,24,22
2016-01-01 09:42:13,9,10,19,24,21
2016-01-01 09:42:21,9,10,19,24,22
2016-01-01 09:42:25,9,9,19,24,22
2016-01-01 09:42:27,9,9,19,23,22
2016-01-01 09:42:29,9,8,19,23,22
2016-01-01 09:42:30,9,9,19,24,22
2016-01-01 09:42:30,9,9,19,24,22
2016-01-01 09:42:33,9,9,19,25,22
2016-01-01 09:42:42,9,9,19,25,23
2016-01-01 09:42:49,9,9,20,25,23
2016-01-01 09:43:00,9,9,20,25,22
2016-01-01 09:43:02,10,9,20,25,22
2016-01-01 09:43:11,10,9,20,25,23
2016-01-01 09:43:16,9,9,20,25,23
2016-01-01 09:43:17,9,9,20,25,24
2016-01-01 09:43:19,10,9,20,25,24
2016-01-01 09:43:24,10,8,20,25,24
2016-01-01 09:43:29,10,8,20,25,25
2016-01-01 09:43:41,10,8,20,26,25
2016-01-01 09:43:45,10,8,20,25,25
2016-01-01 09:43:48,10,8,20,24,25
2016-01-01 09:43:50,10,8,19,24,25
2016-01-01 09:44:02,10,8,20,25,25
2016-01-01 09:44:02,10,8,20,25,25
2016-01-01 09:44:12,10,8,21,25,25
2016-01-01 09:44:24,10,7,21,25,25
2016-01-01 09:44:26,10,7,22,25,25
2016-01-01 09:44:35,10,7,22,24,25
2016-01-01 09:44:47,10,7,22,25,25
2016-01-01 09:45:19,10,7,22,25,26
2016-01-01 09:45:21,10,7,23,25,26
2016-01-01 09:45:23,10,7,23,25,25
2016-01-01 09:45:32,11,7,23,25,25
2016-01-01 09:45:48,11,7,23,25,26
2016-01-01 09:45:55,11,7,24,25,26
2016-01-01 09:46:00,11,7,24,25,27
2016-01-01 09:46:16,11,7,24,25,28
2016-01-01 09:46:21,11,7,23,25,28
2016-01-01 09:46:27,11,7,23,26,28
2016-01-01 09:46:29,11,7,22,26,28
2016-01-01 09:46:46,11,7,21,26,28
2016-01-01 09:46:47,11,7,21,26,29
2016-01-01 09:46:54,11,7,20,26,29
2016-01-01 09:47:05,11,7,20,25,29
2016-01-01 09:47:07,11,7,20,25,28
2016-01-01 09:47:24,11,7,20,25,29
2016-01-01 09:47:24,11,7,20,25,30
2016-01-01 09:47:24,11,7,20,25,29
2016-01-01 09:47:24,11,7,20,25,30
2016-01-01 09:47:42,11,7,20,25,31
2016-01-01 09:47:44,11,7,20,26,31
2016-01-01 09:47:52,11,7,20,26,32
2016-01-01 09:47:56,11,7,20,25,32
2016-01-01 09:48:07,11,7,20,26,32
2016-01-01 09:48:13,11,7,20,26,33
2016-01-01 09:48:13,11,7,20,26,34
2016-01-01 09:48:13,11,7,20,26,33
2016-01-01 09:48:13,11,7,20,26,34
2016-01-01 09:48:17,11,7,20,25,34
2016-01-01 09:48:24,10,7,20,25,34
2016-01-01 09:48:44,10,7,20,24,34
2016-01-01 09:48:52,10,7,20,24,35
2016-01-01 09:48:53,10,7,20,23,35
2016-01-01 09:49:17,10,7,20,23,36
2016-01-01 09:49:24,9,6,20,23,37
2016-01-01 09:49:24,9,6,20,23,37
2016-01-01 09:49:24,9,6,20,23,37
2016-01-01 09:49:27,9,6,20,23,36
2016-01-01 09:49:31,9,6,20,24,36
2016-01-01 09:49:42,9,6,20,24,35
2016-01-01 09:49:50,9,6,20,23,35
2016-01-01 09:49:57,9,6,20,23,34
2016-01-01 09:50:24,9,5,20,23,34
2016-01-01 09:50:26,9,5,20,23,33
2016-01-01 09:50:34,9,5,19,23,32
2016-01-01 09:50:34,9,5,19,23,32
2016-01-01 09:50:48,9,6,19,23,32
2016-01-01 09:50:59,9,6,20,23,32
2016-01-01 09:51:02,9,6,20,24,32
2016-01-01 09:51:06,9,6,20,24,33
2016-01-01 09:51:16,9,6,20,24,32
2016-01-01 09:51:24,9,5,20,24,32
2016-01-01 09:51:25,9,5,20,25,32
2016-01-01 09:52:01,9,5,20,25,33
2016-01-01 09:52:04,9,5,21,25,33
2016-01-01 09:52:05,9,5,21,26,33
2016-01-01 09:52:06,9,5,21,25,33
2016-01-01 09:52:10,9,5,22,25,33
2016-01-01 09:52:16,9,6,22,25,33
2016-01-01 09:52:17,9,6,22,24,33
2016-01-01 09:52:26,9,7,22,24,33
2016-01-01 09:52:31,9,7,23,24,33
2016-01-01 09:52:36,9,7,24,24,33
2016-01-01 09:52:45,9,7,25,24,33
2016-01-01 09:52:53,9,8,25,24,33
2016-01-01 09:52:59,9,8,25,25,33
2016-01-01 09:53:01,9,8,25,24,33
2016-01-01 09:53:03,9,8,25,25,33
2016-01-01 09:53:10,9,8,25,24,33
2016-01-01 09:53:34,9,8,24,24,33
2016-01-01 09:53:36,9,8,24,25,33
2016-01-01 09:53:41,9,8,24,25,34
2016-01-01 09:53:44,9,8,23,25,34
2016-01-01 09:53:48,9,8,23,25,35
2016-01-01 09:53:49,9,8,23,25,34
2016-01-01 09:53:50,9,8,23,25,33
2016-01-01 09:53:53,9,8,24,25,33
2016-01-01 09:53:57,9,8,23,25,33
2016-01-01 09:54:02,9,8,23,25,32
2016-01-01 09:54:21,9,8,23,25,33
2016-01-01 09:54:25,10,8,23,25,33
2016-01-01 09:54:32,10,8,22,25,33
2016-01-01 09:54:35,10,8,23,25,33
2016-01-01 09:54:44,10,8,23,25,32
2016-01-01 09:54:49,10,8,23,25,31
2016-01-01 09:55:12,10,8,23,24,31
2016-01-01 09:55:24,10,7,23,24,31
2016-01-01 09:55:27,10,7,23,24,32
2016-01-01 09:55:29,10,7,23,24,33
2016-01-01 09:55:33,10,7,23,24,34
2016-01-01 09:55:42,10,8,23,24,34
2016-01-01 09:55:43,10,8,23,24,33
2016-01-01 09:56:02,10,8,24,24,33
2016-01-01 09:56:17,10,8,24,23,33
2016-01-01 09:56:20,10,8,23,23,33
2016-01-01 09:56:24,9,8,23,23,33
2016-01-01 09:56:24,8,8,23,23,33
2016-01-01 09:56:24,9,8,23,23,33
2016-01-01 09:56:24,8,8,23,23,33
2016-01-01 09:56:35,8,8,23,23,32
2016-01-01 09:56:38,8,8,23,23,33
2016-01-01 09:56:45,8,8,23,24,33
2016-01-01 09:57:09,8,8,23,24,32
2016-01-01 09:57:15,8,8,23,24,31
2016-01-01 09:57:26,8,8,23,23,31
2016-01-01 09:57:49,8,8,23,23,30
2016-01-01 09:57:53,8,8,23,22,31
2016-01-01 09:57:53,8,8,23,22,31
2016-01-01 09:57:56,8,8,23,23,31
2016-01-01 09:58:02,8,8,23,23,32
2016-01-01 09:58:04,8,8,24,23,32
2016-01-01 09:58:15,8,8,23,23,32
2016-01-01 09:58:34,8,8,22,23,32
2016-01-01 09:58:45,8,8,22,23,33
2016-01-01 09:58:51,8,9,22,23,32
2016-01-01 09:58:51,8,9,22,23,32
2016-01-01 09:59:04,8,9,22,22,32
2016-01-01 09:59:08,8,9,22,23,32
2016-01-01 09:59:24,8,8,22,23,32
2016-01-01 09:59:33,8,8,22,24,32
2016-01-01 09:59:48,8,8,23,24,32
2016-01-01 09:59:51,8,8,23,24,31
2016-01-01 10:00:00,8,8,24,24,31
2016-01-01 10:00:05,8,8,24,24,30
2016-01-01 10:00:06,8,8,24,25,30
2016-01-01 10:00:11,8,8,23,25,30
2016-01-01 10:00:15,8,8,23,25,31
2016-01-01 10:00:22,8,8,23,25,32
2016-01-01 10:00:33,8,8,23,25,31
2016-01-01 10:00:52,8,8,23,25,30
2016-01-01 10:00:56,8,8,22,25,30
2016-01-01 10:00:57,8,8,22,24,30
2016-01-01 10:01:02,8,8,22,25,30
2016-01-01 10:01:19,8,8,22,24,30
2016-01-01 10:01:24,8,7,22,24,30
2016-01-01 10:01:26,8,7,21,24,30
2016-01-01 10:01:31,8,7,21,25,30
2016-01-01 10:01:38,8,7,21,26,30
2016-01-01 10:01:44,8,7,22,26,30
2016-01-01 10:01:55,8,7,23,26,30
2016-01-01 10:02:10,8,7,23,26,29
2016-01-01 10:02:11,8,7,23,26,30
2016-01-01 10:02:11,8,7,23,26,31
2016-01-01 10:02:11,8,7,23,26,30
2016-01-01 10:02:11,8,7,23,26,31
2016-01-01 10:02:13,8,7,23,27,30
2016-01-01 10:02:13,8,7,23,27,30
2016-01-01 10:02:27,8,7,23,26,30
2016-01-01 10:02:34,8,8,23,26,30
2016-01-01 10:02:57,9,8,23,26,30
2016-01-01 10:03:05,9,8,22,26,30
2016-01-01 10:03:09,9,8,22,26,29
2016-01-01 10:03:13,9,8,21,26,29
2016-01-01 10:03:28,9,8,22,26,29
2016-01-01 10:03:29,9,8,22,25,29
2016-01-01 10:04:05,9,8,22,25,30
2016-01-01 10:04:15,9,8,22,26,30
2016-01-01 10:04:18,9,8,21,26,30
2016-01-01 10:04:20,9,9,21,26,30
2016-01-01 10:04:27,9,9,20,26,30
2016-01-01 10:04:49,9,9,20,26,29
2016-01-01 10:04:55,9,9,20,25,29
2016-01-01 10:05:09,9,9,21,25,29
2016-01-01 10:05:16,9,9,22,25,29
2016-01-01 10:05:31,9,9,22,24,29
2016-01-01 10:05:40,9,9,22,24,30
2016-01-01 10:05:43,9,9,22,24,29
2016-01-01 10:05:45,9,10,22,24,29
2016-01-01 10:05:59,9,10,22,25,29
2016-01-01 10:06:05,9,10,22,25,30
2016-01-01 10:06:15,9,10,22,25,31
2016-01-01 10:06:17,9,10,23,24,31
2016-01-01 10:06:17,9,10,23,24,31
2016-01-01 10:06:24,8,10,23,24,31
2016-01-01 10:06:35,8,10,24,24,31
2016-01-01 10:06:36,8,10,23,24,31
2016-01-01 10:06:37,8,10,23,24,32
2016-01-01 10:06:38,8,10,23,24,33
2016-01-01 10:06:52,8,10,23,25,33
2016-01-01 10:06:53,8,10,23,25,34
2016-01-01 10:07:37,8,10,23,25,35
2016-01-01 10:07:44,8,10,23,26,35
2016-01-01 10:08:02,8,10,23,26,34
2016-01-01 10:08:08,8,10,24,26,34
2016-01-01 10:08:22,8,10,25,26,34
2016-01-01 10:08:26,8,10,26,26,34
2016-01-01 10:08:40,8,10,27,26,34
2016-01-01 10:08:49,8,10,27,26,33
2016-01-01 10:08:53,8,11,27,26,33
2016-01-01 10:08:54,8,11,27,26,32
2016-01-01 10:08:57,8,11,28,26,32
2016-01-01 10:09:00,9,11,28,26,32
2016-01-01 10:09:07,9,11,27,26,32
2016-01-01 10:09:11,9,11,26,26,32
2016-01-01 10:09:19,9,11,26,27,32
2016-01-01 10:09:24,9,10,26,27,32
2016-01-01 10:09:25,9,10,26,28,32
2016-01-01 10:09:49,9,10,26,28,31
2016-01-01 10:10:00,9,10,27,28,31
2016-01-01 10:10:03,9,10,27,28,32
2016-01-01 10:10:04,9,10,28,28,32
2016-01-01 10:10:06,9,10,28,28,33
2016-01-01 10:10:08,9,10,29,28,33
2016-01-01 10:10:14,9,10,30,28,33
2016-01-01 10:10:15,9,10,30,28,34
2016-01-01 10:10:17,9,10,30,28,35
2016-01-01 10:10:20,9,10,30,29,35
2016-01-01 10:10:25,9,10,30,28,35
2016-01-01 10:10:30,9,10,30,27,35
2016-01-01 10:10:40,9,10,30,27,36
2016-01-01 10:10:46,9,11,30,27,36
2016-01-01 10:10:49,9,11,30,27,35
2016-01-01 10:10:50,9,11,31,27,35
2016-01-01 10:10:51,9,11,32,27,35
2016-01-01 10:11:09,9,11,32,26,35
2016-01-01 10:11:11,9,11,31,26,35
2016-01-01 10:11:36,9,11,31,27,35
2016-01-01 10:11:49,9,11,31,27,34
2016-01-01 10:11:51,9,11,31,27,35
2016-01-01 10:12:10,9,10,31,27,35
2016-01-01 10:12:16,9,10,30,27,35
2016-01-01 10:12:23,9,10,30,28,35
2016-01-01 10:12:24,9,9,30,28,35
2016-01-01 10:12:28,9,9,30,28,36
2016-01-01 10:12:44,10,9,30,28,36
2016-01-01 10:12:47,10,9,29,28,36
2016-01-01 10:12:51,10,9,29,29,36
2016-01-01 10:13:01,10,9,29,29,37
2016-01-01 10:13:29,10,9,29,30,37
2016-01-01 10:13:34,10,9,29,30,38
2016-01-01 10:13:42,10,9,30,30,39
2016-01-01 10:13:42,10,9,30,30,39
2016-01-01 10:13:46,10,9,30,29,39
2016-01-01 10:13:53,10,9,31,29,39
2016-01-01 10:14:08,9,9,31,30,39
2016-01-01 10:14:08,9,9,31,30,39
2016-01-01 10:14:30,9,9,31,31,39
2016-01-01 10:14:37,9,9,31,31,40
2016-01-01 10:14:39,9,9,31,32,40
2016-01-01 10:14:49,9,10,31,32,40
2016-01-01 10:14:59,9,10,31,31,40
2016-01-01 10:15:00,9,10,30,31,40
2016-01-01 10:15:09,9,10,30,30,40
2016-01-01 10:15:24,9,9,30,30,40
2016-01-01 10:15:26,9,9,31,30,40
2016-01-01 10:15:40,9,9,30,30,40
2016-01-01 10:15:49,9,9,30,30,39
2016-01-01 10:16:08,9,9,30,31,39
2016-01-01 10:16:10,9,9,30,31,40
2016-01-01 10:16:13,9,9,30,32,40
2016-01-01 10:16:18,9,9,30,33,40
2016-01-01 10:16:24,8,9,30,33,40
2016-01-01 10:16:28,8,9,30,32,40
2016-01-01 10:16:31,8,9,30,32,41
2016-01-01 10:16:38,8,9,29,32,41
2016-01-01 10:16:50,8,9,28,32,41
2016-01-01 10:17:04,8,9,29,32,41
2016-01-01 10:17:11,8,9,29,31,41
2016-01-01 10:17:17,8,9,29,30,41
2016-01-01 10:17:23,8,9,29,29,41
2016-01-01 10:17:29,8,9,29,28,41
2016-01-01 10:17:39,9,9,29,28,41
2016-01-01 10:17:49,9,9,29,28,40
2016-01-01 10:17:50,9,9,29,29,40
2016-01-01 10:17:57,9,10,29,29,40
2016-01-01 10:18:05,9,10,29,30,40
2016-01-01 10:18:07,9,10,29,29,40
2016-01-01 10:18:16,9,10,29,29,41
2016-01-01 10:18:20,9,11,29,29,41
2016-01-01 10:18:24,9,10,29,29,41
2016-01-01 10:18:30,9,10,28,29,41
2016-01-01 10:18:39,9,10,27,29,41
2016-01-01 10:18:55,9,10,27,28,41
2016-01-01 10:19:03,8,10,27,28,41
2016-01-01 10:19:06,8,10,26,28,41
2016-01-01 10:19:07,8,10,26,29,41
